GENE_SYMBOL,baseMean,logFC,lfcSE,stat,pvalue,Adj.p.values,log10Adj.p.values
IGSF5,0,#VALUE!,NA,NA,NA,NA,#VALUE!
PCP4,0,#VALUE!,NA,NA,NA,NA,#VALUE!
DSCAM,17.56294096,0.519275925,0.518998572,-1.000534399,0.317051959,NA,#VALUE!
MIR4760,0,#VALUE!,NA,NA,NA,NA,#VALUE!
DSCAM.AS1,0.077498444,0.710009686,4.064790833,-0.174673117,0.861336492,NA,#VALUE!
DSCAM.IT1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LINC00323,0.19752063,-1.116254602,4.080472857,0.27356011,0.784422693,NA,#VALUE!
MIR3197,0,#VALUE!,NA,NA,NA,NA,#VALUE!
PLAC4,1.038129051,-0.605095534,2.27018239,0.266540493,0.789822978,NA,#VALUE!
FAM3B,0.820453488,-1.610090241,2.668267409,0.60342162,0.546228243,NA,#VALUE!
LINC00111,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LINC00479,6.011328292,-0.606807635,0.861627875,0.7042572,0.481272615,NA,#VALUE!
LINC00112,0,#VALUE!,NA,NA,NA,NA,#VALUE!
ZNF295.AS1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
UMODL1,0.59256189,-2.743854714,3.192305571,0.859521325,0.39005296,NA,#VALUE!
C21orf128,0,#VALUE!,NA,NA,NA,NA,#VALUE!
TFF3,18.47794413,0.048546383,0.53320657,-0.091046109,0.927455954,NA,#VALUE!
TFF2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
TFF1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
TMPRSS3,0.590980539,-2.794228415,2.916200626,0.958174273,0.337974888,NA,#VALUE!
UBASH3A,0,#VALUE!,NA,NA,NA,NA,#VALUE!
CRYAA,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LINC00319,11.50465517,-0.427767997,0.700033838,0.6110676,0.541154829,NA,#VALUE!
DNMT3L,0,#VALUE!,NA,NA,NA,NA,#VALUE!
AIRE,0,#VALUE!,NA,NA,NA,NA,#VALUE!
TRPM2,2.08676053,-0.427665809,1.562452424,0.273714452,0.784304071,NA,#VALUE!
LRRC3.AS1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
TSPEAR,0.19752063,-1.116254602,4.080472857,0.27356011,0.784422693,NA,#VALUE!
C21orf90,0.154996888,1.204841804,4.051603723,-0.297374049,0.766180954,NA,#VALUE!
KRTAP10.1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
KRTAP10.2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
KRTAP10.3,0,#VALUE!,NA,NA,NA,NA,#VALUE!
KRTAP10.4,0,#VALUE!,NA,NA,NA,NA,#VALUE!
KRTAP10.5,0,#VALUE!,NA,NA,NA,NA,#VALUE!
KRTAP10.6,0,#VALUE!,NA,NA,NA,NA,#VALUE!
KRTAP10.7,0,#VALUE!,NA,NA,NA,NA,#VALUE!
KRTAP10.8,0,#VALUE!,NA,NA,NA,NA,#VALUE!
KRTAP10.9,0,#VALUE!,NA,NA,NA,NA,#VALUE!
KRTAP10.10,0,#VALUE!,NA,NA,NA,NA,#VALUE!
KRTAP10.11,0,#VALUE!,NA,NA,NA,NA,#VALUE!
KRTAP12.4,0,#VALUE!,NA,NA,NA,NA,#VALUE!
KRTAP12.3,0,#VALUE!,NA,NA,NA,NA,#VALUE!
KRTAP12.2,0.077498444,0.710009686,4.064790833,-0.174673117,0.861336492,NA,#VALUE!
KRTAP12.1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
KRTAP10.12,0,#VALUE!,NA,NA,NA,NA,#VALUE!
ITGB2,12.39142904,1.400309893,0.652768907,-2.145184733,0.03193808,NA,#VALUE!
ITGB2.AS1,4.920094685,0.184300326,1.010371391,-0.182408496,0.855262159,NA,#VALUE!
C21orf67,10.56564525,0.282720799,0.653507616,-0.43262051,0.665290486,NA,#VALUE!
LINC00163,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LINC00162,0,#VALUE!,NA,NA,NA,NA,#VALUE!
SSR4P1,2.835686022,-3.166807333,1.488638991,2.127317202,0.033393736,NA,#VALUE!
COL18A1.AS2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
COL18A1.AS1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC100129027,0,#VALUE!,NA,NA,NA,NA,#VALUE!
PCBP3,4.252624266,0.553587521,1.046646935,-0.528915246,0.596864245,NA,#VALUE!
COL6A2,11.23516734,1.111132652,0.705666136,-1.574586897,0.115351829,NA,#VALUE!
FTCD,0.210172801,-1.116254602,4.080472857,0.27356011,0.784422693,NA,#VALUE!
DIP2A.IT1,0.673642411,1.658298741,2.824863841,-0.587036698,0.55717906,NA,#VALUE!
S100B,0,#VALUE!,NA,NA,NA,NA,#VALUE!
POTEH,0,#VALUE!,NA,NA,NA,NA,#VALUE!
OR11H1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
CCT8L2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
ANKRD62P1.PARP4P3,0.232495332,1.538183119,4.044684717,-0.380297409,0.703724658,NA,#VALUE!
XKR3,0.154996888,1.204841804,4.051603723,-0.297374049,0.766180954,NA,#VALUE!
HSFY1P1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
GAB4,0,#VALUE!,NA,NA,NA,NA,#VALUE!
CECR6,1.165524706,1.578806208,2.170706981,-0.727323504,0.467027803,NA,#VALUE!
CECR5.AS1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
CECR3,0,#VALUE!,NA,NA,NA,NA,#VALUE!
CECR2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
SLC25A18,1.414763454,2.662663308,1.96363874,-1.355984303,0.175104162,NA,#VALUE!
MIR3198.1,0.455783195,2.16901165,3.551703996,-0.610696064,0.541400812,NA,#VALUE!
MIR648,0.210172801,-1.116254602,4.080472857,0.27356011,0.784422693,NA,#VALUE!
FLJ41941,1.117734795,-0.456004055,2.002773583,0.227686274,0.819890144,NA,#VALUE!
TUBA8,12.91070761,0.237380069,0.622763029,-0.381172385,0.703075339,NA,#VALUE!
GGT3P,0,#VALUE!,NA,NA,NA,NA,#VALUE!
DGCR6,15.04126435,0.260132022,0.536704502,-0.484683882,0.627900601,NA,#VALUE!
DGCR9,1.268224751,1.213187985,2.099434629,-0.577864139,0.563355848,NA,#VALUE!
DGCR10,0,#VALUE!,NA,NA,NA,NA,#VALUE!
TSSK2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
GSC2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
CLDN5,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC150185,0,#VALUE!,NA,NA,NA,NA,#VALUE!
Sep.05,0,#VALUE!,NA,NA,NA,NA,#VALUE!
GP1BB,0,#VALUE!,NA,NA,NA,NA,#VALUE!
GNB1L,9.510785549,0.014989303,0.690097397,-0.021720561,0.982670862,NA,#VALUE!
MIR4761,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR185,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR3618,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR1306,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC388849,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC284865,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC150197,3.569475423,0.043155838,1.086977931,-0.039702589,0.968330238,NA,#VALUE!
MIR1286,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC729444,0,#VALUE!,NA,NA,NA,NA,#VALUE!
TMEM191B,0.19752063,-1.116254602,4.080472857,0.27356011,0.784422693,NA,#VALUE!
RIMBP3,0.733298703,1.652575793,2.557529776,-0.64616092,0.518175146,NA,#VALUE!
SCARF2,3.480509505,-0.546304607,1.274238696,0.428730196,0.668119583,NA,#VALUE!
POM121L4P,0,#VALUE!,NA,NA,NA,NA,#VALUE!
TMEM191A,11.99983282,-0.20395429,0.648629806,0.314438664,0.753187894,NA,#VALUE!
SERPIND1,2.190804804,-1.265044858,1.571653932,0.804913112,0.420869821,NA,#VALUE!
TUBA3FP,6.65149457,-0.161254295,0.800176849,0.20152332,0.840289397,NA,#VALUE!
P2RX6,13.76415503,0.242818919,0.570057893,-0.425954841,0.670140753,NA,#VALUE!
SLC7A4,16.79017279,-0.05217466,0.503933352,0.103534842,0.917538498,NA,#VALUE!
P2RX6P,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC400891,0,#VALUE!,NA,NA,NA,NA,#VALUE!
BCRP2,0.262306606,-1.707188552,4.062284167,0.420253355,0.674300381,NA,#VALUE!
POM121L8P,0,#VALUE!,NA,NA,NA,NA,#VALUE!
RIMBP3C,0,#VALUE!,NA,NA,NA,NA,#VALUE!
RIMBP3B,0,#VALUE!,NA,NA,NA,NA,#VALUE!
TMEM191C,3.338630438,-1.048857058,1.151685944,0.910714473,0.362445836,NA,#VALUE!
CCDC116,0.528964297,2.39940556,2.853879723,-0.840752167,0.400486789,NA,#VALUE!
MIR301B,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR130B,0,#VALUE!,NA,NA,NA,NA,#VALUE!
YPEL1,9.247865546,-0.803784909,0.692578435,1.160568779,0.245817308,NA,#VALUE!
VPREB1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
ZNF280A,1.285943547,2.56493919,2.122834448,-1.208261526,0.226946682,NA,#VALUE!
PRAME,0.223574256,1.027675196,4.055890573,-0.253378433,0.799975792,NA,#VALUE!
LOC648691,0,#VALUE!,NA,NA,NA,NA,#VALUE!
POM121L1P,0,#VALUE!,NA,NA,NA,NA,#VALUE!
GGTLC2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR650,0,#VALUE!,NA,NA,NA,NA,#VALUE!
IGLL5,0,#VALUE!,NA,NA,NA,NA,#VALUE!
RTDR1,0.420345602,-2.233373344,3.652869643,0.611402421,0.5409332,NA,#VALUE!
GNAZ,0.131153303,-1.116254602,4.080472857,0.27356011,0.784422693,NA,#VALUE!
FBXW4P1,3.646864532,1.496096018,1.17984605,-1.268043418,0.204782446,NA,#VALUE!
CES5AP1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
ZDHHC8P1,6.958405666,-0.093950814,0.777593081,0.120822595,0.903831553,NA,#VALUE!
IGLL1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
C22orf43,1.586892892,3.986682261,1.938800626,-2.056262108,0.039757259,NA,#VALUE!
RGL4,1.886090983,-0.095024542,1.687829468,0.056299848,0.95510294,NA,#VALUE!
VPREB3,0,#VALUE!,NA,NA,NA,NA,#VALUE!
C22orf15,2.361612497,-1.076342712,1.598610224,0.673299029,0.50075707,NA,#VALUE!
MMP11,6.75580439,-0.842990873,0.822744976,1.024607743,0.305548309,NA,#VALUE!
DERL3,5.188648218,-0.199067602,1.104652436,0.180208358,0.856988997,NA,#VALUE!
GSTT2B,0,#VALUE!,NA,NA,NA,NA,#VALUE!
DDTL,14.2508589,-0.130694857,0.561076344,0.23293596,0.815811134,NA,#VALUE!
GSTTP1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC391322,0.19752063,-1.116254602,4.080472857,0.27356011,0.784422693,NA,#VALUE!
GSTT1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
GSTTP2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
SUSD2,9.327082754,0.299573926,0.67355649,-0.444764367,0.656490048,NA,#VALUE!
GGT5,0.223574256,1.027675196,4.055890573,-0.253378433,0.799975792,NA,#VALUE!
POM121L9P,0,#VALUE!,NA,NA,NA,NA,#VALUE!
ADORA2A,2.680067637,-0.664886513,1.483048184,0.448324283,0.653919178,NA,#VALUE!
ADORA2A.AS1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
UPB1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
BCRP3,7.433734829,0.08257271,0.804315432,-0.102662099,0.918231156,NA,#VALUE!
POM121L10P,0.077498444,0.710009686,4.064790833,-0.174673117,0.861336492,NA,#VALUE!
PIWIL3,0,#VALUE!,NA,NA,NA,NA,#VALUE!
TOP1P2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
SGSM1,1.359287689,3.810825335,2.163188646,-1.761670367,0.078125007,NA,#VALUE!
TMEM211,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC100128531,0.616345178,-1.736700923,2.546005785,0.682127642,0.495158243,NA,#VALUE!
CRYBB3,2.69014059,0.077294692,1.343394833,-0.057536839,0.954117561,NA,#VALUE!
CRYBB2,1.277983832,-0.577523871,1.802454947,0.320409601,0.748657848,NA,#VALUE!
IGLL3P,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MYO18B,0,#VALUE!,NA,NA,NA,NA,#VALUE!
SEZ6L,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR548J,0,#VALUE!,NA,NA,NA,NA,#VALUE!
CRYBB1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
CRYBA4,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIAT,17.38428794,-0.339438893,0.595232326,0.570262867,0.568499422,NA,#VALUE!
MIR3199.1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR3199.2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
ZNRF3.AS1,0.949309899,0.347670401,2.239393606,-0.155252029,0.876622632,NA,#VALUE!
C22orf31,0.131153303,-1.116254602,4.080472857,0.27356011,0.784422693,NA,#VALUE!
EMID1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
RASL10A,0.077498444,0.710009686,4.064790833,-0.174673117,0.861336492,NA,#VALUE!
MIR3653,0,#VALUE!,NA,NA,NA,NA,#VALUE!
SNORD125,0,#VALUE!,NA,NA,NA,NA,#VALUE!
RFPL1.AS1,2.278063582,0.965160463,1.479428986,-0.652387152,0.51415145,NA,#VALUE!
RFPL1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
CABP7,1.890571362,0.457778324,1.57575376,-0.290513871,0.771423141,NA,#VALUE!
HORMAD2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
OSM,0,#VALUE!,NA,NA,NA,NA,#VALUE!
CCDC157,10.72721823,0.266236651,0.72820918,-0.365604635,0.714660116,NA,#VALUE!
SEC14L3,0,#VALUE!,NA,NA,NA,NA,#VALUE!
SDC4P,0,#VALUE!,NA,NA,NA,NA,#VALUE!
SEC14L4,6.710244787,1.707925542,0.863218365,-1.978555613,0.047866061,NA,#VALUE!
SEC14L6,0.648237199,-1.07442512,2.908765638,0.369374935,0.711848278,NA,#VALUE!
GAL3ST1,0.223574256,1.027675196,4.055890573,-0.253378433,0.799975792,NA,#VALUE!
MIR3200,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MORC2.AS1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
INPP5J,5.029369876,1.703326728,1.050885284,-1.620849349,0.105049952,NA,#VALUE!
PLA2G3,5.939822583,0.000686756,0.932345982,-0.000736589,0.999412287,NA,#VALUE!
MIR3928,0,#VALUE!,NA,NA,NA,NA,#VALUE!
C22orf24,0.739137098,1.416579688,2.455141969,-0.576984837,0.563949699,NA,#VALUE!
SLC5A1,16.82777116,0.211073011,0.526471841,-0.400919849,0.688479136,NA,#VALUE!
AP1B1P1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
C22orf42,0,#VALUE!,NA,NA,NA,NA,#VALUE!
RFPL2,1.031874969,2.093938947,2.171384432,-0.964333591,0.334878705,NA,#VALUE!
SLC5A4,0,#VALUE!,NA,NA,NA,NA,#VALUE!
RFPL3,0.223574256,1.027675196,4.055890573,-0.253378433,0.799975792,NA,#VALUE!
RFPL3S,17.30432855,-0.493792577,0.538961573,0.916192548,0.359565913,NA,#VALUE!
LOC339666,0.223574256,1.027675196,4.055890573,-0.253378433,0.799975792,NA,#VALUE!
BPIFC,0,#VALUE!,NA,NA,NA,NA,#VALUE!
SYN3,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR4764,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC100506195,0,#VALUE!,NA,NA,NA,NA,#VALUE!
ISX,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR3909,0.75408616,-1.475578622,2.550725534,0.578493688,0.562930858,NA,#VALUE!
MB,2.101556505,0.027825511,1.58758826,-0.017526907,0.986016268,NA,#VALUE!
APOL5,0,#VALUE!,NA,NA,NA,NA,#VALUE!
APOL4,1.656744568,-0.71241086,1.891000113,0.376737608,0.706368611,NA,#VALUE!
CACNG2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
PVALB,0,#VALUE!,NA,NA,NA,NA,#VALUE!
NCF4,7.664421787,-0.671736771,0.794296542,0.845700234,0.397719993,NA,#VALUE!
CSF2RB,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC100506241,0,#VALUE!,NA,NA,NA,NA,#VALUE!
TEX33,0,#VALUE!,NA,NA,NA,NA,#VALUE!
TMPRSS6,0.275019074,-0.251321361,3.970386548,0.063298965,0.94952844,NA,#VALUE!
IL2RB,7.412881716,-1.695436662,0.832157432,2.037398931,0.041610081,NA,#VALUE!
SSTR3,0,#VALUE!,NA,NA,NA,NA,#VALUE!
CYTH4,2.299642767,0.420056526,1.439264403,-0.291855009,0.770397484,NA,#VALUE!
LGALS2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
GALR3,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR658,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR659,0.354727559,0.052245913,3.620215406,-0.014431714,0.988485558,NA,#VALUE!
SOX10,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR4534,0,#VALUE!,NA,NA,NA,NA,#VALUE!
SLC16A8,0.905537477,-2.324737759,2.39183108,0.971948972,0.331075935,NA,#VALUE!
BAIAP2L2,3.161298487,0.472190191,1.363642625,-0.346271216,0.729138898,NA,#VALUE!
LOC400927,16.67470382,-0.3111845,0.516182307,0.602857741,0.546603331,NA,#VALUE!
KCNJ4,0,#VALUE!,NA,NA,NA,NA,#VALUE!
DMC1,2.245325474,-0.665700898,1.352420668,0.492229166,0.622557348,NA,#VALUE!
APOBEC3A_B,0,#VALUE!,NA,NA,NA,NA,#VALUE!
APOBEC3A,1.773508502,2.030864125,1.729767531,-1.174067664,0.240367924,NA,#VALUE!
APOBEC3H,6.314056661,0.327511604,0.827395837,-0.395834242,0.692227314,NA,#VALUE!
SNORD83B,8.995459829,0.20864118,0.726565672,-0.287160801,0.773989199,NA,#VALUE!
SNORD83A,15.76171853,0.569003908,0.553944267,-1.027186203,0.304332794,NA,#VALUE!
SNORD43,17.01161351,1.073545066,0.527123413,-2.036610478,0.041689092,NA,#VALUE!
LOC100506472,3.974938198,-0.023489666,1.082667007,0.021696114,0.982690364,NA,#VALUE!
MGAT3,5.953700949,1.138674371,0.914249818,-1.245473993,0.21295757,NA,#VALUE!
CACNA1I,0.49859333,0.649402022,2.971674994,-0.218530634,0.827015692,NA,#VALUE!
ENTHD1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
GRAP2,0.210172801,-1.116254602,4.080472857,0.27356011,0.784422693,NA,#VALUE!
MCHR1,0.524646956,2.39746135,3.075722878,-0.779478986,0.435697612,NA,#VALUE!
MIR4766,0.077498444,0.710009686,4.064790833,-0.174673117,0.861336492,NA,#VALUE!
DNAJB7,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR1281,2.496188017,-0.197836094,1.353506408,0.146165613,0.883790651,NA,#VALUE!
CHADL,7.356016191,-1.062861187,0.797428011,1.332861616,0.182577221,NA,#VALUE!
CSDC2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MEI1,1.994053183,-1.156367698,1.676358723,0.689809217,0.490314172,NA,#VALUE!
MIR33A,0,#VALUE!,NA,NA,NA,NA,#VALUE!
SHISA8,0,#VALUE!,NA,NA,NA,NA,#VALUE!
TNFRSF13C,0.455783195,2.16901165,3.551703996,-0.610696064,0.541400812,NA,#VALUE!
CENPM,17.00856166,-0.637032966,0.556566408,1.144576743,0.252384531,NA,#VALUE!
LINC00634,0,#VALUE!,NA,NA,NA,NA,#VALUE!
Sep.03,2.906255417,-0.191084981,1.227094172,0.155721529,0.876252526,NA,#VALUE!
WBP2NL,1.265271364,-1.067090135,2.002239854,0.532948205,0.594069435,NA,#VALUE!
FAM109B,7.520134624,0.263874745,0.745711678,-0.35385626,0.723446609,NA,#VALUE!
LOC100132273,2.686246457,-0.189590064,1.34242562,0.141229474,0.887688663,NA,#VALUE!
CYP2D6,11.3452244,0.756307116,0.657987603,-1.149424568,0.250380954,NA,#VALUE!
CYP2D7P1,13.06393486,0.555706323,0.574604604,-0.967110807,0.333488643,NA,#VALUE!
LOC388906,6.058619734,0.500686043,0.894116585,-0.559978477,0.575494119,NA,#VALUE!
NFAM1,2.707807171,2.840176086,1.526905535,-1.860086313,0.062873315,NA,#VALUE!
SERHL,2.660295572,-0.50335651,1.269717461,0.396431904,0.691786434,NA,#VALUE!
RNU12,0,#VALUE!,NA,NA,NA,NA,#VALUE!
ATP5L2,0.472539704,-1.280748562,3.232354042,0.39622781,0.691936977,NA,#VALUE!
SCUBE1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MPPED1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
EFCAB6.AS1,0.154996888,1.204841804,4.051603723,-0.297374049,0.766180954,NA,#VALUE!
EFCAB6,17.54239243,-0.095820191,0.525989559,0.18217128,0.855448311,NA,#VALUE!
PNPLA5,0,#VALUE!,NA,NA,NA,NA,#VALUE!
PARVG,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LINC00207,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LINC00229,0,#VALUE!,NA,NA,NA,NA,#VALUE!
PRR5.ARHGAP8,0,#VALUE!,NA,NA,NA,NA,#VALUE!
ARHGAP8,6.805094686,0.796197136,0.837080291,-0.951159816,0.341523254,NA,#VALUE!
PHF21B,0.679357451,2.737328903,2.820750879,-0.970425614,0.331834387,NA,#VALUE!
MIR1249,0.502910671,0.649250214,2.963560554,-0.219077762,0.826589473,NA,#VALUE!
UPK3A,0,#VALUE!,NA,NA,NA,NA,#VALUE!
SMC1B,0.533568032,2.508340541,3.018257893,-0.831055738,0.405942143,NA,#VALUE!
RIBC2,2.520281491,-0.208460645,1.482713108,0.140594053,0.888190647,NA,#VALUE!
MIR4762,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC730668,0.341326104,-1.968484407,3.632419618,0.541920982,0.587872942,NA,#VALUE!
C22orf26,5.06953901,-0.389681738,0.926225685,0.420720073,0.673959502,NA,#VALUE!
MIR3619,0.576091774,1.028964884,2.800832168,-0.367378273,0.713336876,NA,#VALUE!
MIRLET7A3,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR4763,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIRLET7B,0,#VALUE!,NA,NA,NA,NA,#VALUE!
PKDREJ,0.590980539,-2.794228415,2.916200626,0.958174273,0.337974888,NA,#VALUE!
CN5H6.4,2.796149412,0.098120787,1.291284987,-0.075986934,0.939429494,NA,#VALUE!
FLJ46257,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR3201,0,#VALUE!,NA,NA,NA,NA,#VALUE!
FAM19A5,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC284933,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MIR4535,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC100128946,0,#VALUE!,NA,NA,NA,NA,#VALUE!
C22orf34,0,#VALUE!,NA,NA,NA,NA,#VALUE!
IL17REL,0,#VALUE!,NA,NA,NA,NA,#VALUE!
MLC1,0.077498444,0.710009686,4.064790833,-0.174673117,0.861336492,NA,#VALUE!
MOV10L1,4.107463537,0.526428083,1.022339739,-0.514924797,0.606605572,NA,#VALUE!
MIOX,0,#VALUE!,NA,NA,NA,NA,#VALUE!
ODF3B,17.43098583,1.046073543,0.557612368,-1.875986981,0.060657068,NA,#VALUE!
KLHDC7B,3.309528802,1.644828574,1.314870111,-1.25094377,0.210954993,NA,#VALUE!
SYCE3,1.89818346,-1.580411546,1.680842246,0.940249776,0.347089455,NA,#VALUE!
CPT1B,2.462285498,0.335842673,1.472407684,-0.228090818,0.819575638,NA,#VALUE!
CHKB.CPT1B,0,#VALUE!,NA,NA,NA,NA,#VALUE!
CHKB,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC100144603,1.986314551,0.973526453,1.598899525,-0.608872814,0.542608745,NA,#VALUE!
ACR,0.077498444,0.710009686,4.064790833,-0.174673117,0.861336492,NA,#VALUE!
CHL1,18.30896982,-0.090685156,0.524209845,0.172993996,0.862656147,NA,#VALUE!
CNTN6,0,#VALUE!,NA,NA,NA,NA,#VALUE!
CNTN4,0,#VALUE!,NA,NA,NA,NA,#VALUE!
CNTN4.AS2,0,#VALUE!,NA,NA,NA,NA,#VALUE!
IL5RA,0,#VALUE!,NA,NA,NA,NA,#VALUE!
EGOT,5.774833923,1.458495905,0.974787177,-1.496219831,0.134596378,NA,#VALUE!
BHLHE40.AS1,1.203341973,0.056673724,2.117776855,-0.026760951,0.978650398,NA,#VALUE!
MIR4790,0,#VALUE!,NA,NA,NA,NA,#VALUE!
GRM7,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LMCD1.AS1,5.253694362,-0.575936725,1.039951181,0.553811309,0.579707988,NA,#VALUE!
LINC00312,1.594757639,-1.364333695,1.871888728,0.728854058,0.46609094,NA,#VALUE!
SSUH2,1.484425538,-0.657500986,1.710460959,0.384399879,0.70068209,NA,#VALUE!
CAV3,0,#VALUE!,NA,NA,NA,NA,#VALUE!
OXTR,9.116108125,0.693680768,0.790586847,-0.877425131,0.380255768,NA,#VALUE!
LHFPL4,0.430015962,0.602063228,3.349282099,-0.179758889,0.85734186,NA,#VALUE!
CPNE9,0.19752063,-1.116254602,4.080472857,0.27356011,0.784422693,NA,#VALUE!
ARPC4.TTLL3,0,#VALUE!,NA,NA,NA,NA,#VALUE!
CIDEC,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LOC401052,17.83092256,0.252309141,0.498008303,-0.506636414,0.612409953,NA,#VALUE!
FANCD2OS,0.210172801,-1.116254602,4.080472857,0.27356011,0.784422693,NA,#VALUE!
GHRL,0.131153303,-1.116254602,4.080472857,0.27356011,0.784422693,NA,#VALUE!
ATP2B2,0.210172801,-1.116254602,4.080472857,0.27356011,0.784422693,NA,#VALUE!
MIR885,0,#VALUE!,NA,NA,NA,NA,#VALUE!
LINC00606,0,#VALUE!,NA,NA,NA,NA,#VALUE!
SLC6A1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
SLC6A1.AS1,0,#VALUE!,NA,NA,NA,NA,#VALUE!
SYN2,5.455748841,-0.118008552,0.953268265,0.123793644,0.901478665,NA,#VALUE!
TIMP4,6.350882527,-1.619995538,0.931627424,1.738887775,0.082054505,NA,#VALUE!
CAND2,3.349945208,-0.862776942,1.207612019,0.714448786,0.474949714,NA,#VALUE!
SNORA7A,0,#VALUE!,NA,NA,NA,NA,#VALUE!
NUP210,3.346835974,-0.339569109,1.151086883,0.294998678,0.767994889,NA,#VALUE!
LINC00620,0,#VALUE!,NA,NA,NA,NA,#VALUE!
FGD5P1,0.227891597,1.027675198,4.055890573,-0.253378433,0.799975792,NA,#VALUE!
GRIP2,5.018730073,0.940666657,0.973608658,-0.966165049,0.333961599,NA,#VALUE!
C3orf20,4.076793082,0.85309195,1.09480901,-0.779215317,0.435852889,NA,#VALUE!
FGD5,0.227891597,1.027675198,4.055890573,-0.253378433,0.799975792,NA,#VALUE!
COL6A4P1,0.077498444,0.710009686,4.064790833,-0.174673117,0.861336492,NA,#VALUE!
